id,description
96694,"Newly renovated apartment. Ideal for 1 to 3 people. The apartment is 200 meters from the « Midi station », and is close to all transport (tram, metro, bus, taxi, train, tgv, Eurostar, Thalys, ...) We are located near the center from Brussels (1km distance), where is the main square « Grande place », the sablon, the shopping street Rue Neuve, the Bourse, the Manneken-Pis, and many others.<br /><br /><b>The space</b><br />Details: 50m² - Security door - Parlophone / videophone - Open room - Bright and original color - Modern decoration.<br /><br />Kitchen: Equipped kitchen - Kitchen utensils - Crockery - Fridge / freezer - Microwave - Espresso machine - Toaster - ...<br /><br />Living room: TV stand - Armchair - Bed - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br /><br />Bathroom: Bath  - Washbasin - Toilet - Towels<br /><br /><b>Guest access</b><br />The entire apartment is yours!<br /><br /><b>Other things to note</b><br />Parking payant : 20 € pa"
97740,"<b>The space</b><br />Family run bed and breakfast for only 51,80 € !**<br />(*given 3 stars by Bed and Brussels _ **Price per person per night on a 7 night stay for 2 people, breakfast included).<br /><br />For business or pleasure, alone, with family or friends, for a day or for a month, we offer a big duplex on the third floor in our typical Brussels styled home dating from 1905.<br /><br />We are happy to welcome you and make sure your stay is unique and authentic by offering flexible lodging solutions according to the length of your stay.  We are located in <br />a green part of the city not far from the airport, the NATO, the European Parliament, the Grand-Place, the Atomium and Heysel.<br /><br />Brussels urban public transport has many stops nearby (3 min. on foot) ready to take you to all the popular sights around town. For example, a tram ride to the city centre (Magritte Museum and Place Royale) to the Atomium or Heysel only takes 15 minuts (6 stops).<br /><br />Our split le"
97768,"Located in a warmly house, very quite and nicely decoreted with south of France colored accents. A lovely garden where you can have a rest at sun on a deck chair or having your breakfast. One of the most well known district of Brussels for shopping, situated very near beautiful parks for walks and some nice restaurants. It takes 5mn by tram to get to the Commune of Saint Gilles for more restaurants, bars and cafes.<br /><br /><b>The space</b><br />A charming single or double B&B bedroom at the second floor of a private house with a lovely garden located in a very nice south aera of Brussels which is Uccle. At 20mn by tram and underground from the center of the city or EU area and 10mn by car from the West Ring/Paris highway, 20mn by tram from the national & international railway station “Gare du Midi”. Very easy to get buses, tram or underground from home. Naturals parks and many shops around. Recommended restaurants in easy walking distance.<br />25m2, quiet, looking to the garden, fu"
106677,"Located in a warmly house, very quite and nicely decoreted with south of France colored accents. A lovely garden where you can have a rest at sun on a deck chair or having your breakfast. One of the most well known district of Brussels for shopping, situated very near beautiful parks for walks and some nice restaurants. It takes 5mn by tram to get to the Commune of Saint Gilles for more restaurants, bars and cafes.<br /><br /><b>The space</b><br />Located in a nice area of Uccle, near by Xavier de Bue street, 40m2, entirely renovated, south clearing view, very luminous, which is at the 3th floor of a private house. The straircase is common with the proprietors who are living at the first and seconf floors. No smoking, no animals. Gaz central heating - cabled TV with DVD/Cd reader - Wireless internet. - Floor coating: antique wooden and a carpet. Room with a confortable bed even for a single or two persons. Bathroom/shower with private WC. Nice kitchenette with micro-waves oven, electri"
118707,"Newly renovated apartment, very modern decor with ""Sydney"" theme. Ideal for 1 to 3 people. The apartment is 200 meters from the « Midi station », and is close to all transport (tram, metro, bus, taxi, train, tgv, Eurostar, Thalys, ...) We are located near the center from Brussels (1km distance), where is the main square « Grande place », the sablon, the shopping street Rue Neuve, the Bourse, the Manneken-Pis, and many others.<br /><br /><b>The space</b><br />Details: 60m² - Security door - Parlophone / videophone - Open room - Bright and original color - Modern decoration.<br /><br />Kitchen: Equipped kitchen - Kitchen utensils - Crockery - Fridge / freezer - Microwave - Espresso machine - Toaster - Washing machine - Dish washer<br /><br />Living room: TV stand - Armchair - Bed - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br /><br />Bathroom: Large Italian shower - Washbasin - Separate toilet - Towels<br /><br /><b>Guest access</b><br />The entire"
130097,"A quelques pas de Manneken Pis et de la célèbre Grand Place de Bruxelles, une chambre double et une salle de bain dans une maison historique. Petit-déjeuner inclus<br /><br /><b>The space</b><br />This B&B is located at a stone's throw from Manneken－Pis, yet quiet residential street.  You can have very active life in Brussels and peaceful sleep.  Twin or double room(30m2) (2rd floor) – spacious private bath room(12m2-bath tub with shower and toilet.)<br />Free wi-fi in the house, free and huge breakfast."
134357,"A beautiful suite, tastefully renovated and comfortable. Ideal for 1-3 people.<br />The apartment is 200 meters from the « Midi station », and is close to all transport (tram, metro, bus, taxi, train, tgv, Eurostar, Thalys, ...) We are located near the center from Brussels (1km distance), where is the main square « Grande place », the sablon, the shopping street Rue Neuve, the Bourse, the Manneken-Pis, and many others.<br /><br /><b>The space</b><br />Details: 55m² - Security door - Parlophone / videophone - Open room - Bright and original color - Balcony <br /><br />Kitchen: Equipped kitchen - Kitchen utensils - Crockery - Fridge / freezer - Microwave - Espresso machine - Toaster - ...<br /><br />Living room: TV stand - Armchair - Bed - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br /><br />Bathroom:  Shower - Washbasin - Toilet - Towels<br /><br /><b>Guest access</b><br />The entire apartment is yours!<br /><br /><b>Other things to note</b><br />"
134361,"A beautiful suite, tastefully renovated and comfortable. Ideal for 1-4 people.<br />The apartment is 200 meters from the « Midi station », and is close to all transport (tram, metro, bus, taxi, train, tgv, Eurostar, Thalys, ...) We are located near the center from Brussels (1km distance), where is the main square « Grande place », the sablon, the shopping street Rue Neuve, the Bourse, the Manneken-Pis, and many others.<br /><br /><b>The space</b><br />Details: 55m² - Security door - Parlophone / videophone - Open room - Bright and original color<br /><br />Kitchen: Equipped kitchen - Kitchen utensils - Crockery - Fridge / freezer - Microwave - Espresso machine - Toaster - ...<br /><br />Living room: TV stand - Armchair - Bed - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br /><br />Bathroom:  Bath - Washbasin - Toilet - Towels<br /><br /><b>Guest access</b><br />The entire apartment is yours!<br /><br /><b>Other things to note</b><br />- Parking on "
134504,"A beautiful suite, tastefully renovated and comfortable. Ideal for 1-4 people.<br />The apartment is 200 meters from the « Midi station », and is close to all transport (tram, metro, bus, taxi, train, tgv, Eurostar, Thalys, ...) We are located near the center from Brussels (1km distance), where is the main square « Grande place », the sablon, the shopping street Rue Neuve, the Bourse, the Manneken-Pis, and many others.<br /><br /><b>The space</b><br />Details: 55m² - Security door - Parlophone / videophone - Open room - Bright and original color<br /><br />Kitchen: Equipped kitchen - Kitchen utensils - Crockery - Fridge / freezer - Microwave - Espresso machine - Toaster - ...<br /><br />Living room: TV stand - Armchair - Bed - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br /><br />Bathroom:  Bath - Washbasin - Toilet - Towels<br /><br /><b>Other things to note</b><br />- Parking on demand: €20 per night<br />- City tax: €4,50 per night, to pay at a"
134581,"The Grande Famille apartment is a large suite for a large family or group. Ideal for 2 to 7 people. This apartment has not been renovated like the others, the paintings and flooring has just been redone, the colors chosen and the very simple style of this apartment make it very pleasant and perfectly functional.<br /><br /><b>The space</b><br />Details: 75m² - Entrance door - Parlophone / videophone - Open and separate bedroom.<br />Kitchen: Fully equipped kitchen - Cooking utensils - Crockery - Fridge / freezer - Microwave - Coffee maker - Toaster - ...<br />Living room: TV stand - Armchairs - Beds - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br />Bathroom: Bath - Washbasin - Towels - Separate toilet<br /><br /><b>Other things to note</b><br />- Parking on demand: €20 per night<br />- City tax: €4,50 per night, to pay at arrival. <br />- Late arrival after 22PM: + €15 to pay at arrival<br />-  A security deposit of EUR 100 is required upon arriva"
137971,"A superb 3-bedroom duplex apartment. Totally independent and private with unlimited free wireless internet access. <br /><br />This property is Business Ready, business travellers are welcome.<br /><br />No deposit needed! <br />Flexible cancellation policy! <br />Keys are handed in site 24/24<br />Free luggage storage. <br />Immediate reply.<br /><br /><b>The space</b><br />This flat is completely furnished and fully equipped and it can accommodate up to 5 people.<br />With a parking option, please enquire.<br /><br />Surface: 122 sqm with a private terrace and access to a beautiful common garden.<br /><br />Upper Floor: 3 separate bedrooms: 1 master bedroom with an extra large high-quality double bed, 1 twin bedroom and 1 single bedroom. 1 complete bathroom with a bathtub.<br /><br />Lower Floor: A very spacious and sunny living and dining room with access to a beautiful private terrace, a totally equipped kitchen (with a dishwasher, a cooker with glass ceramic cook tops, a micro-wav"
148114,"Newly renovated apartment, very modern decor with ""Savana"" theme. Ideal for 1 to 4 people. The apartment is 200 meters from the « Midi station », and is close to all transport (tram, metro, bus, taxi, train, tgv, Eurostar, Thalys, ...) We are located near the center from Brussels (1km distance), where is the main square « Grande place », the sablon, the shopping street Rue Neuve, the Bourse, the Manneken-Pis, and many others.<br /><br /><b>The space</b><br />Details: 60m² - Security door - Parlophone / videophone - Open room - Bright and original color - Modern decoration.<br /><br />Kitchen: Equipped kitchen - Kitchen utensils - Crockery - Fridge / freezer - Microwave - Espresso machine - Toaster - Washing machine - Dish washer<br /><br />Living room: TV stand - Armchair - Bed - Table - TV - Decoder (HD channel) - DVD - Private telephone - Internet Wifi - ...<br /><br />Bathroom: Large bathroom with bath - Washbasin - Separate toilet - Towels<br /><br /><b>Guest access</b><br />The en"
148797,"<b>The space</b><br />Very nice appartement in a newly renovated house in brussels (near place flagey, place jourdan and super easy public transportation). <br />3 rooms <br />1 with double bed + baby bed (+possibility of an extra double on the floor)<br />1 with double bed (japanese futon)<br />1 with single bed (japanese futon) ( + possibility an extra single on the floor)<br /><br /><br /><br />Fully furnished kitchen (dishwasher, expresso machine, hoven, microwave). <br /><br />Wireless internet<br /><br />Washing machine<br /><br />2 separates toilets<br /><br />1 bathroom with shower + separate bathtub<br /><br />Big garden with terrace and sandbox. <br /><br />Very well located, supermarkets, grocery, newspaper, pharmacy very close. <br /><br />Public transportation 1mn walk. <br /><br />10min walk from palce flagey (restaurants, bars, shops) and place jourdan (famous french fries).<br /><br />Reach the grand place in 20min.  <br /><br />We live there with our 2 children felix 6"
159836,"The duplex is under the roof of the typical Brussels townmansion. There are  boxspringbeds ( double or single / 3 pers ) on topfloor and 2 smaller single beds on basefloor.<br />Bathroom, diningroom and livingroom are private and connected.<br /><br /><b>The space</b><br />You are welcome in a nice duplex-apartment in Brussels.<br />The furniture and decoration is all antique and vintage, but there is all modern comfort ( boxspring beds, ensuite bathroom with shower, flatscreen with dvd's, free internet,fridge and Italian espresso machine in your private dining room,....).<br /><br /><b>Guest access</b><br />During the first contact(s) guest access is clarified by the host. Without doubt is the host always reachable.<br /><br /><b>Other things to note</b><br />We're not offering one room but a confortable apartment."
166510,"A fabulous 1-bedroom apartment. Totally independent and private, with unlimited free wireless internet access. <br /><br />No deposit needed! <br />Flexible cancellation policy! <br />Keys are handed in site 24/24<br />Free luggage storage. <br />Immediate reply.<br /><br /><b>The space</b><br />Modern, stylish and very spacious. This 70 sqm flat has a balcony with a nice view over a peaceful garden. <br /><br />This apartment is fully furnished and equipped with an private bathroom, a high-quality extra large double bed (two single beds can be installed when the apartment is reserved for 3 or 4 people. If you reserve the apartment for 2 people and you need an extra bed, please let us know in advance), cable TV with international channels, free unlimited wireless internet connection, a telephone line with direct number, a fully equipped kitchen with fridge/freezer, dish-washer and washing machine and all necessary kitchenware. <br /><br />Services included in the price: Elevator, cable"
184201,"<b>The space</b><br />En plein coeur du centre ville, quartier Matongé, une chambre est mise à votre disposition. Le propriétaire des lieux vous accueillera en français, néerlandais ou en anglais. Excellente situation pour faire du shopping, aller au cinéma ou encore au restaurant. Vous atteindrez la Grand Place en 15 minutes à pied en passant par les sites incontournables de Bruxelles ( Palais Royal, Mont des Arts, Sablon). séjour de 1 à 30 jours (cuisine). <br /> <br />Chambre double (au rez de chaussée) - salle de bain et WC à partager - pas d'animaux - non fumeur - jardin <br /> <br />Situation : rue de Naples 1050 Bruxelles <br /> <br />Accès : Métro Porte de Namur, Bus 60-80-95-96-20-34-38-54 Gare Centrale à 10 minutes <br /> <br />Er wordt u in de Matongé-wijk, pal in het stadscentrum, een kamer ter beschikking gesteld. De eigenaar van de B&B verwelkomt u in het Frans, Nederlands of Engels. Voortreffelijke ligging voor als u wil gaan shoppen, graag een filmpje meepikt of lekker "
196623,"<b>The space</b><br />The Jamar Loft Bed and Breakfast is a guest house located in an apartment in Brussels. It offers a single room 20 minutes walk from the famous Grand Place and Central. It is only 200 m from the Gare du Midi, a perfect location if you arrive by train in the Belgian capital. Being near a station of this size, you will have all the public transport network of the city, which will allow you to easily move and access to every corner farthest you want to visit. <br />The room that makes up the Jamar Loft Bed and Breakfast is located in a spacious apartment of 90 m2 and saw the owner who rents a double room. There is private parking (fee). As a guest, you can access all areas of the apartment as the fully equipped kitchen (washing machine, dryer and dishwasher), large living room and bathroom. The room has a double bed, desk, wireless Internet access and a Nintendo Wii. Sheets and towels are available (surcharge). In the lounge you can enjoy the TV player of DVDs and CDs"
198943,"<b>The space</b><br />Located near Avenue Louise, Le Flat welcomes you in a bright and spacious studio with private entrance. Overlooking a cute cosy garden while being at walking distance from the heart of the city, your stay in Brussels will definitely feel like home. 55 m2 at your disposal, Le Flat is bright, fresh and airy. <br /><br />Very spacious and well equipped, the bathroom and its state-of-the-art walk-in shower is loved by everyone. As you can see on the pictures, there is a coffee corner with Nespresso coffee maker, kettle, fridge, microwave and sink; but beware that it is not a real kitchen, although there is a microwave to heat food (no stove nor oven). If you wish to eat in, there are many takeaways in the neighbourhood (asian, italian, ...). There is also a supermarket nearby with plenty of ready-made options.<br /><br />Le Flat offers an excellent location along the avenue Louise from which you can reach the city center in 20 min (on foot) and the world famous Grand "
200385,"Spacious and bright 4-room apartment with full terrace in Saint-Gilles, a fashionable area in the heart of Brussels. Surrounded in a lively neighborhood with plenty of bars, restaurants, shops, and markets, the apartment is also short walking distance from the Brussels South Station and the city center. Enjoy lovely accommodations at home as well as easy access to a number of tram, bus, and metro services to connect you with the rest of Brussels.<br /><br /><b>The space</b><br />The large 87 square-meter apartment is of the typical 'maison du maitre' style common to Brussels. Supplied with tall windows, a front balcony and a back terrace, the space is filled with traditional character (molded ceilings, wooden floor, two marble fireplaces.) The apartment is on first floor overlooking a leafy avenue. There is a full kitchen supplied with all you need to make delicious meals, a dining room, living room, and a private bedroom with double bed and bathroom with shower. In addition, the spaci"
219753,"Brussels, Ixelles, Flagey (no tourist rental, 91 day rental minimum)<br />538 square feet studio with a view, in Ixelles near Place Flagey and Avenue Louise, a 20-minute walk from Grand Place and 10 min to the EU.<br /><br /><b>The space</b><br />The studio is located on the top floor of a quiet 4 floors building, overlooking a park. Full equipped kitchen. (cable tv, dvd player, wifi, elevator ...) and a supermarket at the end of the street.<br /><br />The area has many shops, bars, restaurants, cultural centers and full access to transport. <br />Ixelles brings together very different neighborhoods. It's brussels's trendy place<br />neighborhood Porte de Namur and the Golden Fleece, shopping district can be regarded as the second center of Brussels, major retailers and luxury shops.<br />Saint-Boniface district ""trendy"" and trendy restaurants and bars.<br />neighborhood Flagey: encompassing la cité de l’Aulne, Malibran district<br />neighborhood Gray, Ixelles ponds, the former home of"
232262,"The feeling of luxury and space is evident in the apartment, wherever one looks with a fantastic open living area and a stunning entertainer's kitchen zone. The apartment comes with two bedrooms sharing a bathroom.<br /><br /><b>The space</b><br />We call it Grand Place 2 as there are a few of these in the building.  Bright and well-arranged, with an open livingroom, 2bedrooms sharing a bathroom, full kitchen area, and bathroom with bathtub.<br />One of the bedrooms has a double bed and the other one comes with two separate beds. Functional and equipped with all extras , located just 500 meters from the Grand Place square and 200 m from the historical center. <br />Nice dining areas and outdoor cafes are also within easy reach.<br />Bedding: 1 double bed, a pair of twin beds, 2 single sofas<br /><br /><b>Guest access</b><br />iron & ironing board, hair dryer, bed linen & towels, heating,  shower, washbasin , bathtub, mirror, cookware & kitchen utensils, crockery & cutlery, cooking hob,"
232354,"Pleasantly decorated with a full package of comfortable furniture and a set of facilities, the vacation unit is designed to satisfy all needs.<br /><br /><b>The space</b><br />We call it Opera 401, as we have several flats in this building.<br />Ideal place for accommodating up to four people, the Opera 8 holiday unit is placed on the fourth-floor of a well-kept block with an elevator. Pleasantly decorated with a full package of comfortable furniture and a set of facilities, the vacation unit is designed to satisfy all needs. It has 63 sq.m off living area, distributed among one sleeping room, a sitting room, a kitchenette and a nice bathroom. The holiday home is set close to the Main Square Grand Place, the historical district of Brussels and the town centre. A grocery store, a bus and metro stop, plus a bank office are set some moments away from here.<br /><br />Fourth floor, Elevator. <br /><br />Bedding: 1 dbl bed, 1 dbl sofa bed<br /><br /><b>Guest access</b><br />More Amenities: "
233899,"Attractively positioned near the Grand Place square and the Historical centre, this apartment could comfortably accommodate up to six people.<br /><br /><b>The space</b><br />We call it Opera202 both because of its location as well as the fact that it's one of several flats of this type we have in the building.<br />Attractively positioned near the Grand Place square and the Historical centre, this apartment could comfortably accommodate up to six people on its 123 sq.m.It comprises of two bedrooms, fully-fitted and equipped kitchen and a cosy lounge zone with double sofa bed, plus two bathrooms. Functionally organized and pleasantly decorated,it's a perfect getaway for those guests who want to go on sightseeing and stay close to all places of interest and parks, shops, restaurants and pubs.<br /><br />Bedding: 1 dbl bed, 1 dbl sofa bed, a pair of twin beds<br /><br />2nd floor, elevator<br /><br /><b>Guest access</b><br />More amenities: <br />Iron & Ironing Board, Hair Dryer, Bed Lin"
233912,"This flat is located a short walk away from Grand Place, the historical monuments and the town centre with its popular pubs, shops and restaurants. The apartment is also conveniently placed for the public transport network, with a bus stop available.<br /><br /><b>The space</b><br />We call it Opera 204. Comfortably furnished and very spacious, it's a 2bedroom flat placed on the 2nd floor of a well-kept apartment block with an elevator. Modern and light design of 113 sq.m, it consists of 2 bedrooms, a fantastic kitchen with full set of cutlery, a cosy dining zone and comfortable lounge. <br />This flat is located a short walk away from Grand Place, the historical monuments and the town centre with its popular pubs, shops and restaurants. The apartment is also conveniently placed for the public transport network, with a bus stop available four minutes away.<br /><br />Bedding: 1 dbl bed, 1 dbl sofa bed, a pair for twin beds<br />2 floor, elevator<br /><br /><b>Guest access</b><br />More"
233927,"Vacation apartment is situated around the corner from the main square of Brussels. Grand Place is meters away from the historical and the town centre of the Belgium capital, where are to be found a great number of landmarks and cultural sights.<br /><br /><b>The space</b><br />We call it Opera205 as we have a few flats of this kind, so just to be sure and do not mix them up:-)<br />This one is elegant, well-decorated and bright,it is placed in a peaceful street near the historical and town centre of Brussels, in a nice apartment building. <br />A super place for relaxation after a long day of sightseeing. It comes with a well-organized kitchen zone, dining place and a lounge area, plus two lovely bathrooms, one with a bathtub. The apartment is positioned near the major tourist attractions of Brussels, the entertainment areas, many parks, various pubs and cafes. Within close distance are available an impressive choice of restaurants and cafes, and also many shops.<br />Bedding: 1 dbl be"
233943,"This 2bedroom spacious flat is set close to the Grand Place and is a moment away from a grocery store and a bus stop.<br /><br /><b>The space</b><br />We call it Opera 403 as we have a few flats of this kind, so not to get lost and mix them up;-) <br />This one is an impressive two-bedroom apartment  in the very heart of Brussels, some 200 meters from the historical centre and the town centre of the city. This 2bedroom spacious flat is set close to the Grand Place and is a moment away from a grocery store and a bus stop. Bathed in sunlight, the apartment is tastefully decorated and well-maintained, arranged with an impressive set of facilities to turn one?s stay into a remarkable holiday. Sleeping up to six people, this flat can comfortably accomodate a group of friends, or a family. <br /><br />2nd floor, elevator.<br /><br />Bedding: 1 dbl bed, a pair of twin beds, 1 dbl sofa bed.<br /><br /><b>Guest access</b><br />More amenities:<br />Bed linen & towels, iron & board, hair dryer,  "
233952,"This lovely, sun-drenched apartment is situated on the 4th floor of a solid and beautifully organized building, in the downtown zone of Brussels. Equipped to a great standard, the serviced apartment has all the modern appliances required.<br /><br /><b>The space</b><br />We call it Grand Place 4 as it's one of a few flats of similar location that we manage. <br />This lovely, sun-drenched apartment is situated on the fourth floor of a solid and beautifully organized building, in the downtown zone of Brussels.  130 sq.m of living area and is good to accommodate up to six people. It comes with two bedrooms, one with a bed for two and the other one with twin beds pair, plus a sofa bed in the living room. Equipped to a great standard, this flat is an ideal place for relaxation. Considering its location near the Grand Place, the historical and town center of Brussels, the apartment is remarkably idyllic.<br />4th floor, no elevator<br />Bedding: 1 dbl bed, a pair of twin beds, plus 2 extra "
